假名,日语汉字,中文翻译,容易混淆的单词,混淆词翻译
ちしつ,地質,地质,地形（ちけい）,地形
ちじん,知人,熟人,他人（たにん）,陌生人
ちたい,地帯,地带,全域（ぜんいき）,全域
ちぢむ,縮む,缩,広がる（ひろがる）,扩大
ちぢめる,縮める,缩,広げる（ひろげる）,扩大
ちぢれる,縮れる,卷曲,真っ直ぐ（まっすぐ）,笔直
チップ,,小费,サービス料（サービスりょう）,服务费
ちてん,地点,地点,場所（ばしょ）,地方
ちめい,地名,地名,人名（じんめい）,人名
ちゃいろい,茶色い,茶色,黒色（こくしょく）,黑色
ちゃくちゃく,着々,稳步,急ぐ（いそぐ）,着急
ちゃわん,茶碗,茶碗,茶托（ちゃさず）,茶托
ちゅうかん,中間,中间,終点（しゅうてん）,终点
ちゅうじゅん,中旬,中旬,上旬（じょうじゅん）,上旬
ちゅうしょう,抽象,抽象,具体（ぐたい）,具体
ちゅうせい,中世,中世,近代（きんだい）,近代
ちゅうせい,中性,中性,酸性（さんせい）,酸性
ちゅうと,中途,中途，半途,途中（とちゅう）,途中
ちゅうねん,中年,中年,若年（わかねん）,年轻
ちょうか,超過,超过,不足（ふそく）,不足
ちょうこく,彫刻,雕刻,絵画（かいが）,绘画
ちょうしょ,長所,长处,短所（たんしょ）,短处
ちょうじょ,長女,长女,長男（ちょうなん）,长子
ちょうせい,調整,调整,破壊（はかい）,破坏
ちょうせつ,調節,调节,乱す（みだす）,扰乱
ちょうたん,長短,长短,一様（いちよう）,一样
ちょうてん,頂点,顶点,底（そこ）,底
ちょうなん,長男,长子,長女（ちょうじょ）,长女
ちょうほうけい,長方形,长方形,正方形（せいほうけい）,正方形
ちょうみりょう,調味料,调味料,料理（りょうり）,菜肴
チョーク,,粉笔,マジック（magic）,魔术
ちょくご,直后,紧接着,直前（ちょくぜん）,直前
ちょくせん,直線,直线,曲線（きょくせん）,曲线
ちょくぜん,直前,就在之前,直後（ちょくご）,直后
ちょくつう,直通,直通,中継（ちゅうけい）,中转
ちょくりゅう,直流,直流,交流（こうりゅう）,交流
ちょぞう,貯蔵,储藏,浪費（ろうひ）,浪费
ちょっかく,直角,直角,鈍角（ちょっかく）,钝角
ちょっけい,直径,直径,半径（はんけい）,半径
ちらかす,散らかす,弄乱,片付ける（かたづける）,整理
ちらかる,散らかる,乱,整頓（せいとん）,整顿
ちらす,散らす,散开,集める（あつめる）,收集
ちりがみ,塵紙,卫生纸,手紙（てがみ）,信纸
ちる,散る,散开,集まる（あつまる）,聚集
ついか,追加,添加,削除（さくじょ）,删除
ついで,,顺便,他（ほか）,其他
つうか,通貨,货币,現金（げんきん）,现金
つうきん,通勤,通勤,帰宅（きたく）,回家
つうずる,通ずる,通,通じない（つうじない）,不通
つうち,通知,通知,報告（ほうこく）,报告
つうちょう,通帳,存折,カード（card）,卡片
つうやく,通訳,口译,翻訳（ほんやく）,笔译
つうよう,通用,通用,専用（せんよう）,专用
つうろ,通路,通道,壁（かべ）,墙
つきあう,付合う,交往,別れる（わかれる）,分别
つきあたり,突き当たり,尽头,入口（いりぐち）,入口
つきあたる,突き当たる,撞到,避ける（さける）,躲避
つきひ,月日,岁月，时光，岁月,時間（じかん）,时间
つく,点く，点灯，（电）亮了,消える（きえる）,熄灭
つく,突く,刺，戳,刺す（さす）,刺
つぐ,次ぐ，继，次于,先立つ（さきたつ）,居先
つくる,作る/造る，制作，创造,壊す（こわす）,破坏
つける,着ける，佩戴，安装，加上,外す（はずす）,取下
つける,点ける，打开（开关），点灯，点亮,消す（けす）,关灯
つける,浸ける，浸，泡,干す（ほす）,晾干
つたわる,伝わる，流传，传播，传达,伝える（つたえる）,传达
つっこむ,突っ込む，冲进，闯入，深入,引き抜く（ひきぬく）,拔出
つとめる,務める，担任，担当,辞める（やめる）,辞职
つとめる,努める，努力，尽力,怠ける（なまける）,懒惰
つな,綱，绳索,ロープ（rope）,绳索
つながり,繋がり，联系，连接，关系,関係（かんけい）,关系
つながる,繋がる，相连，连接，有关系,切れる（きれる）,断开
つなげる,繋げる，连接，连上,切る（きる）,切断
つぶ,粒，颗粒，粒子,粉（こな）,粉末
つぶす,潰す，弄碎，压坏，浪费,作る（つくる）,制作
つぶれる,潰れる，破碎，压坏，破产,壊れない（こわれない）,不坏
つまずく,绊倒，绊倒，跌倒,転ぶ（ころぶ）,跌倒
つまる,詰まる，塞住，堵塞，挤满,空く（あく）,空
つむ,積む，堆积，装载,下ろす（おろす）,卸下
つめ,爪，指甲，爪,指（ゆび）,手指
つや,艶，光泽，光亮,光沢（こうたく）,光泽
つよき,強気，强势，乐观,弱気（よわき）,弱势
つりあう,釣り合う，平衡，相称,合わない（あわない）,不配
つる,吊る，悬挂,下ろす（おろす）,放下
つるす,吊す，悬挂，吊起,上げる（あげる）,提起
であい,出合い，相遇，碰见,別れ（わかれ）,离别
てあらい,手洗い，洗手处，洗手,トイレ（toire）,厕所
ていいん,定員，定员，定员数,不定員（ふていいん）,不定员
ていか,定価，定价，标价,値段（ねだん）,价格
ていか,低下，下降，低落,上昇（じょうしょう）,上升
ていきけん,定期券，月票,回数券（かいすうけん）,回数票
ていきゅうび,定休日，固定休息日,臨時営業（りんじえいぎょう）,临时营业
ていし,停止，停止，停顿,開始（かいし）,开始
ていしゃ,停車，停车,通過（つうか）,通过
ていでん,停電，停电,送電（そうでん）,送电
でいり,出入り，进出，收支,入る（はいる）,进入
でいりぐち,出入口，出口入口,出口（でぐち）,出口
ていれ,手入れ，收拾，整理，保养,放任（ほうにん）,放任
テーマ,，主题，题目,話題（わだい）,话题
でかける,出掛ける，出门，外出,帰る（かえる）,回家
できあがり,出来上がり，完成，做好,未完成（みかんせい）,未完成
できあがる,出来上がる，完成，做好，大醉,作る（つくる）,制作
てきかく,的確，确切，准确,不正確（ふせいかく）,不准确
てきかく,適確，确切，准确,不適当（ふてきとう）,不适当
てくび,手首，手腕,足首（あしくび）,脚踝
でこぼこ,凸凹，凹凸不平,平ら（たいら）,平坦
てごろ,手頃，适中，合适,高すぎる（たかすぎる）,太高
でたらめ，，胡说，荒谬，随便,まとも（matomo）,正经
てちょう,手帳，记事本，手册,ノート（nōto）,笔记
てっきょう,鉄橋，铁桥,木橋（きばし）,木桥
てつづき,手続き，手续,手順（てじゅん）,步骤
てっぽう,鉄砲，枪，火枪,大砲（たいほう）,大炮
テニスコート，网球场,運動場（うんどうじょう）,运动场
てぬぐい,手拭い，手巾,タオル（taoru）,毛巾
てまえ,手前，面前，这边,奥（おく）,里面
でむかえ,出迎え，迎接,見送り（みおくり）,送行
でむかえる,出迎える，迎接，出迎,別れる（わかれる）,分别
てらす,照らす，照亮，照射,暗くする（くらいくする）,弄暗
てる,照る，照耀，晴天,曇る（くもる）,多云
てんかい,展開，展开，发展,収縮（しゅうしゅく）,收缩
でんき,伝記，传记,小説（しょうせつ）,小说
でんきゅう,電球，灯泡,蛍光灯（けいこうとう）,日光灯
てんすう,点数，分数，得分,得点（とくてん）,得分
でんせん,伝染，传染,予防（よぼう）,预防
でんち,電池，电池,充電池（じゅうでんち）,充电电池
てんてん,点々，点点，到处,一面に（いちめんに）,全面
てんてん,転々，辗转，辗转反覆,定住（ていじゅう）,定居
でんちゅう,電柱，电线杆,ポール（pōru）,杆子
てんのう,天皇，天皇,皇后（こうごう）,皇后
でんぱ,電波，电波,音波（おんぱ）,声波
テンポ，，速度，节奏,リズム（rizumu）,节奏
でんりゅう,電流，电流,電圧（でんあつ）,电压
でんりょく,電力，电力,エネルギー（enerugī）,能量
といあわせ,問い合わせ，询问，咨询,回答（かいとう）,回答
どう,銅，铜,鉄（てつ）,铁
とういつ,統一，统一,分裂（ぶんれつ）,分裂
どうかく,同格，同等级，同等,格下（かくだ）,低一级
とうげ,峠，山顶，关口,山頂（さんちょう）,山顶
とうけい,統計，统计,調査（ちょうさ）,调查
どうさ,動作，动作，行为,静止（せいし）,静止
とうざい,東西，东西，全国,南北（なんぼく）,南北
とうじつ,当日，当天，那一天,翌日（よくじつ）,次日
とうしょ,投書，投稿，投书,拒否（きょひ）,拒绝
とうじょう,登場，登场，出场,退場（たいじょう）,退场
どうせ，，反正，总之,たぶん（tabun）,大概
どうぞよろしく，请多关照,よろしく（yoroshiku）,请多关照
とうだい,灯台，灯塔,灯篭（とうろう）,灯笼
とうなん,盗難，失窃，被盗,拾得（しゅうとく）,拾得
とうばん,当番，值日，值班,休み（やすみ）,休息
とうぶん,等分，平分,不等分（ふとうぶん）,不等分
とうめい,透明，透明，清澈,不透明（ふとうめい）,不透明
とうゆ,灯油，煤油，灯油,ガソリン（gasorin）,汽油
とうよう,東洋，东方,西洋（せいよう）,西方
どうわ,童話，童话,寓話（ぐうわ）,寓言
とおりかかる,通り掛かる，恰巧路过,立ち止まる（たちどまる）,停下
とかす,溶かす，熔化，溶解,固める（かためる）,凝固
とがる,尖る，变尖，变锐,丸い（まるい）,圆
どきどき，，扑通扑通，心跳,落ち着く（おちつく）,平静
とく,溶く，溶解，化开,固める（かためる）,凝固
どく,退く，撤退，退出,進む（すすむ）,前进
とくしゅ,特殊，特殊，特别,一般（いっぱん）,一般
とくしょく,特色，特色，特点,共通（きょうつう）,共同
とくちょう,特長，特长，优点,欠点（けってん）,缺点
とくてい,特定，特定,一般（いっぱん）,一般
とくばい,特売，特卖，促销,定価（ていか）,定价
とけこむ,溶け込む，融入，溶入,固まる（かたまる）,凝固
とける,溶ける，熔化，溶解,固まる（かたまる）,凝固
どける,退ける，挪开，移开,置く（おく）,放置
とこのま,床の間，壁龛，壁龛,和室（わしつ）,和室
とこや,床屋，理发店,美容院（びよういん）,美容院
ところどころ,所々，到处，各处,全体（ぜんたい）,全体
としん,都心，市中心,郊外（こうがい）,郊外
とだな,戸棚，柜子，橱柜,引き出し（ひきだし）,抽屉
とっくに，，早就，已经,今（いま）,现在
どっと，，一下子，猛然,少しずつ（すこしずつ）,一点点
ととのう,整う，齐全，整齐，准备就绪,乱れる（みだれる）,混乱
とどまる,留まる，停留，停止,動く（うごく）,移动
どなる，，大喊，吼叫,静かにする（しずかにする）,安静
とびこむ,飛び込む，跳进，闯入,飛び出す（とびだす）,跳出
とぶ,跳ぶ，跳，飞,歩く（あるく）,走
とまる,留まる，停留，停止,動く（うごく）,移动
とめる,泊める，留宿，收留,帰す（かえす）,回去
ともかく，，无论如何，总之,確かに（たしかに）,确实
とらえる,捕える，捕捉，抓住，理解,逃がす（にがす）,放过
とりいれる,取り入れる，收获，采纳，引入,排除（はいじょ）,排除
とりけす,取り消す，取消,決める（きめる）,决定
とりだす,取り出す，拿出，取出,しまう（しまう）,收起来
とる,採る，采用，采摘,捨てる（すてる）,舍弃
とる,捕る，捕捉，捕捉,逃がす（にがす）,放过
トレーニング，，训练，锻炼,休憩（きゅうけい）,休息
どんぶり,丼，大碗，盖饭,茶碗（ちゃわん）,茶碗
ないか,内科，内科,外科（げか）,外科
ないせん,内線，内线，分机,外線（がいせん）,外线
ナイロン，，尼龙,綿（わた）,棉
なおす,治す，治疗，修理，改正,壊す（こわす）,弄坏
ながい,永い，长的，时间长的,短い（みじかい）,短
なかなおり,仲直り，和好，重归于好,喧嘩（けんか）,吵架
ながびく,長引く，拖延，延长,終わる（おわる）,结束
なかみ,中身，内容，内部,外見（がいけん）,外观
なかみ,中味，内容，内部,外見（がいけん）,外观
なかゆび,中指，中指,親指（おやゆび）,拇指
なかよし,仲良し，好朋友，要好的,敵（てき）,敌人
なぐさめる,慰める，安慰，抚慰,悲しむ（かなしむ）,悲伤
なくす,亡くす，失去（人），死掉,得る（える）,得到
なぐる，，殴打，打,叩く（たたく）,敲
なす,為す，做，为，完成,破る（やぶる）,破坏
なぞなぞ,謎謎，谜语，谜,答え（こたえ）,答案
なだらか,傾らか，平缓，顺畅,急（きゅう）,急
なつかしい,懐かしい，怀念的，令人怀念的,新しい（あたらしい）,新的
なでる,撫でる，抚摸，摸,叩く（たたく）,敲
ななめ,斜め，倾斜，斜,水平（すいへい）,水平
なにしろ，，反正，总之，不管怎么说,確かに（たしかに）,确实
なになに,何々，什么什么，某某,例えば（たとえば）,例如
なにぶん,何分，请，毕竟，总算,早速（さっそく）,立刻
なまいき,生意気，傲慢，自大,素直（すなお）,老实
なみき,並木，行道树，林荫道,一本一本（いっぽんいっぽん）,一棵一棵
ならう,倣う，模仿，仿效,創造（そうぞう）,创造
ならす,鳴らす，鸣，弄出声音，打响,鳴り止む（なりやむ）,止鸣
なる,生る，结果,枯れる（かれる）,枯萎
なれる,馴れる，习惯，驯服,慣れない（なれない）,不习惯
なんきょく,南極，南极,北極（ほっきょく）,北极
なんとなく，，总觉得，不由得,確かに（たしかに）,确实
なんとも，，什么也，怎么也,なんでも（なんでも）,什么都
ナンバー，，号码，号码牌,文字（もじ）,文字
なんべい,南美，南美，南美洲,北米（ほくべい）,北美
なんぼく,南北，南北,東西（とうざい）,东西
にえる,煮える，煮，煮熟,焼ける（やける）,烤熟
におう,匂う，有气味，发香，发臭,臭い（くさい）,臭
にがす,逃がす，放跑，放过,捕まえる（つかまえる）,抓住
にくい,憎い，可恨，可恶,愛しい（いとしい）,可爱
にくむ,憎む，憎恨，讨厌,愛する（あいする）,爱
にくらしい,憎らしい，可恶的，令人讨厌的,愛らしい（あいらしい）,可爱的
ニコニコ，，笑眯眯，微笑,怒る（おこる）,生气
にごる,濁る，混浊，不清,澄む（すむ）,清澈
にじ,虹，彩虹,雲（くも）,云
にちじ,日時，日期和时间,日付（ひづけ）,日期
にちようひん,日用品，日用品,必需品（ひつじゅひん）,必需品
にっか,日課，每天的任务，日常工作,休日（きゅうじつ）,休息日
にってい,日程，日程，计划,予定（よてい）,预定
にぶい,鈍い，钝，迟钝,鋭い（するどい）,锐利
にゅうしゃ,入社，进公司，入社,退社（たいしゃ）,退社
にょうぼう,女房，妻子，老婆,主人（しゅじん）,丈夫
にらむ,睨む，瞪，注视,見る（みる）,看
にる,煮る，煮,焼く（やく）,烤
にわか,俄，突然，骤然,徐々に（じょじょに）,逐渐
ぬう,縫う，缝，缝制,切る（きる）,剪
ぬらす,濡らす，弄湿，沾湿,乾かす（かわかす）,弄干
ねじ，，螺丝,ボルト（boruto）,螺栓
ねじる,捩る，拧，扭,回す（まわす）,转动
ネックレス，，项链,指輪（ゆびわ）,戒指
ねっする,熱する，加热，发热,冷やす（ひやす）,冷却
ねまき,寝間着，睡衣,制服（せいふく）,制服
ねまき,寝巻，睡衣,制服（せいふく）,制服
ねらい,狙い，目标，瞄准,的（まと）,目标
ねらう,狙う，瞄准，对准,外す（はずす）,偏
ねんど,年度，年度,学期（がっき）,学期
のうさんぶつ,農産物，农产品,工業製品（こうぎょうせいひん）,工业产品
のうそん,農村，农村,都市（とし）,城市
のうど,濃度，浓度,薄さ（うすさ）,淡
のうやく,農薬，农药,肥料（ひりょう）,肥料
のうりつ,能率，效率,能率（のうりつ）,效率
のこぎり，，锯,ハンマー（hanmā）,锤子
のこらず,残らず，全部，全部地,一部（いちぶ）,一部分
のせる,載せる，装载，放上,下ろす（おろす）,卸下
のぞく,覗く，偷看，窥视,見る（みる）,看
のばす,延ばす，延长，伸展,縮める（ちぢめる）,缩短
のびる,延びる，延长，伸展,縮む（ちぢむ）,缩短
のぼり,上り，上行，上坡,下り（くだり）,下行
のぼる,上る，上去，攀登,下りる（くだりる）,下去
のり,糊，浆糊，胶水,テープ（tēpu）,胶带
のりかえ,乗換，换乘，换车,直通（ちょくつう）,直通
のる,載る，登载，被记录,載せる（のせる）,登载
のろい,鈍い，钝，迟缓，迟钝,速い（はやい）,快
のろのろ，，缓慢地，慢吞吞地,さっさと（さっさと）,赶快
のんき,呑気，悠闲，无忧无虑,心配（しんぱい）,担心
はいいろ,灰色，灰色,白色（はくしょく）,白色
はいく,俳句，俳句,川柳（せんりゅう）,川柳
はいけん,拝見，拜读，看（敬语）,見る（みる）,看
ばいてん,売店，小店，售货亭,店（みせ）,商店
バイバイ，，拜拜，再见,さようなら（さようなら）,再见
ばいばい,売買，买卖,取引（とりひき）,交易
はう,這う，爬，爬行,歩く（あるく）,走
はえる,生える，生长，长出,枯れる（かれる）,枯萎
はがす,剥す，剥下，撕下,貼る（はる）,贴
ばからしい，，荒谬，不合理,まとも（matomo）,正经
はかり,秤，秤，天平,重さ（おもさ）,重量
はかる,量る，测量，称量,測る（はかる）,测量
はかる,測る，测量,量る（はかる）,称量
はきけ,吐き気,恶心，反胃,吐き気（はきけ）,恶心
はきはき，，爽快地，清楚地说,もごもご（もごもご）,吞吞吐吐
はく,掃く，扫，清扫,拭く（ふく）,擦拭
はぐるま,歯車，齿轮,タイヤ（taiya）,轮胎
バケツ，，水桶,コップ（koppu）,杯子
はさまる,挟まる，被夹，被夹住,挟む（はさむ）,夹
はさむ,挟む，夹，插入,挟まる（はさまる）,被夹
はし,箸，筷子,スプーン（supūn）,勺子
はしご,梯子，梯子,階段（かいだん）,楼梯
はじめに,始めに，首先,終わりに（おわりに）,最后
はじめに,初めに，起初，最初,最後に（さいごに）,最后
はじめまして，，初次见面，请多关照,こんにちは（こんにちは）,你好
ななめ,斜め，倾斜,水平（すいへい）,水平
はす,斜，斜线,直角（ちょっかく）,直角
はずれる,外れる，脱落，偏离，不合,合う（あう）,合适
パターン，，模式，图案,デザイン（dezain）,设计
はだぎ,肌着，内衣，贴身衣服,上着（うわぎ）,外套
はたして,果して，果然，真的,たぶん（tabun）,大概
はち,鉢，花盆,植木鉢（うえきばち）,花盆
ばつ，，叉号,丸（まる）,圆圈
はっき,発揮，发挥，显示,隠す（かくす）,隐藏
バック，，后面，背景,フロント（furonto）,前面
はっしゃ,発射，发射,着弾（ちゃくだん）,命中
はっそう,発想，构思，想法,考え（かんがえ）,想法
はつでん,発電，发电,消費（しょうひ）,消耗
はつばい,発売，发售，出售,販売（はんばい）,销售
はで,派手，华丽，鲜艳，花哨,地味（じみ）,朴素
はなしあい,話合い，商谈，谈话,喧嘩（けんか）,吵架
はなしかける,話し掛ける，搭话，打招呼,聞く（きく）,听
はなしちゅう,話中，占线，在说话,通じる（つうじる）,接通
はなはだしい,甚だしい，甚，非常，太,普通（ふつう）,普通
はなび,花火，烟花,爆竹（ばくちく）,爆竹
はなよめ,花嫁，新娘,新郎（しんろう）,新郎
はなれる,放れる，离开，脱离,つく（つく）,附着
はね,羽根，羽毛,毛（け）,毛
ばね，，弹簧,ゴム（gomu）,橡胶
はねる,跳ねる，跳，弹起,落ちる（おちる）,掉落
はへん,破片，碎片,全体（ぜんたい）,整体
はみがき,歯磨き，刷牙，牙膏,歯ブラシ（はぶらし）,牙刷
はめる，，安装，戴，放进去,外す（はずす）,取下
はやくち,早口，嘴快，说话快,ゆっくり（yukkuri）,慢慢
はやる,流行る，流行，受欢迎,すたれる（sutereru）,过时
はらいこむ,払い込む，缴纳，支付,受け取る（うけとる）,收取
はらいもどす,払い戻す，退还，返还,払い込む（はらいこむ）,缴纳
バランス，，平衡,不平衡（ふへいこう）,不平衡
はりがね,針金，铁丝,糸（いと）,线
はりきる,張り切る，精神饱满，干劲十足,気が抜ける（きがぬける）,没干劲
はんえい,反映，反映,影響（えいきょう）,影响
はんけい,半径，半径,直径（ちょっけい）,直径
はんこ,判子，印章，章,サイン（sain）,签名
ばんざい,万岁，万岁,負け（まけ）,输
はんじ,判事，法官,弁護士（べんごし）,律师
はんせい,反省，反省,後悔（こうかい）,后悔
ばんち,番地，门牌号,住所（じゅうしょ）,住所
パンツ，，内裤,ズボン（zubon）,裤子
バンド，，乐队，皮带,ソロ（soro）,独奏
はんとう,半島，半岛,島（しま）,岛屿
ハンドル，，方向盘，手柄,アクセル（akuseru）,油门
ひあたり,日当たり，向阳，阳光,日陰（ひかげ）,背阴
ひがえり,日帰り，当天往返,宿泊（しゅくはく）,住宿
ひかくてき,比較的，比较地，相对地,絶対的（ぜったいてき）,绝对的
ひかげ,日陰，背阴，阴凉处,日当たり（ひあたり）,向阳
ぴかぴか，，闪闪发光，亮晶晶,くすんだ（kusunda）,暗淡
ひきうける,引受る，承担，接受,拒否（きょひ）,拒绝
ひきかえす,引返す，返回，折回,進む（すすむ）,前进
ひきざん,引算，减法,足し算（たしざん）,加法
ひきだす,引出す，拉出，取出,しまう（しまう）,收起来
ひきとめる,引き止める，挽留，阻止,送り出す（おくりだす）,送出
ひきょう,卑怯，卑怯，胆小,勇敢（ゆうかん）,勇敢
ひきわけ,引分け，平局，不分胜负,勝ち（かち）,胜
ひげ,髭，胡须，胡子,顔（かお）,脸
ひざし,陽射,阳光,日陰（ひかげ）,背阴
ひじ,肘，胳膊肘,腕（うで）,胳膊
ピストル，，手枪,ライフル（raifuru）,步枪
ビタミン，，维生素,栄養素（えいようそ）,营养素
ひっかかる,引っ掛かる，被卡住，被抓住,捕まる（つかまる）,被抓
ひっき,筆記，笔记，记录,書く（かく）,写
ひっくりかえす,引っ繰り返す，翻过来，弄翻,起きる（おきる）,起来
ひっくりかえる,引っ繰り返る，翻过来，被翻倒,転ぶ（ころぶ）,跌倒
ひっこし,引越し，搬家，迁居,住む（すむ）,居住
ひっこむ,引っ込む，缩进，退缩,引っ出す（ひっだす）,伸出
ひっしゃ,筆者，作者,読者（どくしゃ）,读者
ひつじゅひん,必需品，必需品，必需品,非必需品（ひひつじゅひん）,非必需品
ひとさしゆび,人差指，食指,親指（おやゆび）,拇指
ひととおり,一通り，大概，大致，一般,詳細（しょうさい）,详细
ひとどおり,人通り，行人交通,車通り（くるまどおり）,车流
ひとまず,,暂且，大致,まず（まず）,首先
ひとみ,瞳，瞳孔，瞳孔,目（め）,眼睛
ひとやすみ,一休み，休息一下,仕事（しごと）,工作
ひとりごと,独り言，自言自语，自言自语,話す（はなす）,说话
ひとりでに，，自然而然，自动,他力（たりき）,他力
ビニール，，乙烯，塑料,ゴム（gomu）,橡胶
ひにく,皮肉，讽刺，挖苦,真剣（しんけん）,认真
ひにち,日日，每天，天天,毎日（まいにち）,每天
ひねる,捻る，拧，扭，费心,回す（まわす）,转动
ひのいり,日の入り，日落,日の出（ひので）,日出
ひので,日の出，日出,日の入り（ひのいり）,日落
ひびき,響き，回响，回声,音（おと）,声音
ひびく,響く，回响，发出声音,静か（しずか）,安静
ひふ,皮膚，皮肤,毛皮（けがわ）,毛皮
ひやす,冷やす，冷却，弄凉,温める（あたためる）,加热
ひゃっかじてん，，百科全书,事典（じてん）,事典
びよう,美容，美容，美化,汚い（きたない）,脏
ひょうし,表紙，封面，书皮,裏表紙（うらひょうし）,封底
ひょうしき,標識，标识，标志,記号（きごう）,记号
ひょうじゅん,標準，标准，基准,例外（れいがい）,例外
ひょうほん,標本，标本，样本,本物（ほんもの）,真品
ひょうろん,評論，评论，评论,賛成（さんせい）,赞成
ひらがな,平仮名，平假名，平假名,片仮名（かたかな）,片假名
ビルディング，，大楼，建筑,家（いえ）,房屋
ひるね,昼寝，午睡，午睡,夜寝（よね）,夜睡
ひろげる,広げる，扩大，展开，扩张,狭める（せばめる）,缩小
ひろさ,広さ，宽度，广度,狭さ（せまさ）,窄度
ひろば,広場，广场，广场,庭（にわ）,庭院
ひろびろ,広々，宽阔，宽敞,狭い（せまい）,狭窄
ひろめる,広める，推广，传播,狭める（せばめる）,缩小
ピンク，，粉色,青（あお）,蓝色
びんせん,便箋，信纸，便纸,手紙（てがみ）,信纸
びんづめ,瓶詰，瓶装，瓶装,缶詰（かんづめ）,罐装
ファスナー，，拉链，拉链,ボタン（botan）,纽扣
ふうせん,風船，气球,飛行機（ひこうき）,飞机
ふうん,不運，不幸，倒霉,幸運（こううん）,幸运
ふえる,殖える，增加，繁殖,減る（へる）,减少
ふかまる,深まる，加深，加深,浅まる（あさまる）,变浅
ふきそく,不規則，不規則，不规则,規則正しい（きそくただしい）,規則
ふきゅう,普及，普及，普及,限定的（げんていてき）,限定的
ふきん,付近，附近，周边,遠く（とおく）,远处
ふく,拭く，擦，擦拭,洗う（あらう）,洗
ふくし,副詞，副词，副词,動詞（どうし）,动词
ふくしゃ,複写，复印，复印件,原本（げんぽん）,原本
ふくすう,複数，复数，复数,単数（たんすう）,单数
ふくめる,含める，包含，包括,除く（のぞく）,排除
ふくらます,膨らます，使膨胀，使鼓起,縮める（ちぢめる）,缩小
ふくらむ,膨らむ，膨胀，鼓起,縮む（ちぢむ）,缩
ふけつ,不潔，不洁，脏,清潔（せいけつ）,清洁
ふける,更ける，晚，变晚,早まる（はやまる）,变早
ふごう,符号，符号，符号,意味（いみ）,意义
ふさい,夫妻，夫妻，夫妻,恋人（こいびと）,恋人
ふさがる,塞がる，被堵塞，被堵上,開く（あく）,开
ふさぐ,塞ぐ，堵塞，堵上,開ける（あける）,打开
ふざける，，开玩笑，嬉闹，胡闹,真剣（しんけん）,认真
ぶさた,無沙汰，久疏问候，久疏问候,連絡（れんらく）,联系
ぶし,武士，武士，武士,足軽（あしがる）,轻便
ぶしゅ,部首，部首，部首,偏（へん）,偏旁
ふすま,襖，纸拉门，纸拉门,ドア（doa）,门
ふぞく,附属，附属，附属,独立（どくりつ）,独立
ふた,蓋，盖子，盖,中身（なかみ）,内容
ふつう,不通，不通，不通,通じる（つうじる）,通
ぶつかる，，碰撞，碰到,避ける（さける）,避开
ぶつける，，撞击，碰到，打,当てる（あてる）,碰
ぶっそう,物騒，危险，不安,安全（あんぜん）,安全
ぶつぶつ，，嘟嘟囔囔，小声抱怨,黙る（だまる）,沉默
ふなびん,船便，海邮件，船运,航空便（こうくうびん）,航空邮件
ぶひん,部品，零件，零件,製品（せいひん）,产品
ふぶき,吹雪，暴风雪，暴风雪,雨（あめ）,雨
ふぼ,父母，父母，父母,子供（こども）,孩子
ふみきり,踏切，道口，道口,信号（しんごう）,信号
ふもと,麓，山脚，山脚,山頂（さんちょう）,山顶
ふやす,増やす，增加，增多,減らす（へらす）,减少
ふやす,殖やす，增加，增多,減らす（へらす）,减少
フライパン，，平底锅，炒菜锅,鍋（なべ）,锅
ブラウス，，女衬衫，女衬衫,シャツ（shatsu）,衬衫
ぶらさげる，，悬挂，挂着,下げる（さげる）,放下
ブラシ，，刷子，刷子,毛筆（もうひつ）,毛笔
プラスチック，，塑料，塑料,金属（きんぞく）,金属
プラットホーム，，站台，站台,改札口（かいさつぐち）,检票口
フリー，，自由，免费,有料（ゆうりょう）,收费
ふりがな,振り仮名，注音假名，注音假名,読み方（よみかた）,读法
プリント，，打印，印刷,手書き（てがき）,手写
ふるまう,振舞う，行为，举止，招待,振る（ふる）,动作
ブローチ，，胸针，胸针,指輪（ゆびわ）,戒指
プログラム，，程序，节目,計画（けいかく）,计划
ふろしき,風呂敷，包袱皮，包袱布,風呂敷（ふろしき）,包袱皮
ふわふわ,轻盈，软绵绵,くすみ（くすみ）,暗淡
ふんか,喷火,溶岩（ようがん）,溶岩
ぶんかい,分解,組立（くみたて）,组装
ぶんげい,文艺,美術（びじゅつ）,美术
ぶんけん,文献,参考書（さんこうしょ）,参考书
ふんすい,喷泉,池（いけ）,池塘
ぶんすう,分数,整数（せいすう）,整数
ぶんたい,文体,書き方（かきかた）,写法
ぶんぷ,分布,集中（しゅうちゅう）,集中
ぶんぼうぐ,文具,文具（ぶんぼうぐ）,文具
ぶんみゃく,文脉,内容（ないよう）,内容
ぶんりょう,分量,量（りょう）,量
ぶんるい,分类,分類（ぶんるい）,分类
へいかい,闭会,開会（かいかい）,开会
へいき,平気,緊張（きんちょう）,紧张
へいこう,并行,直行（ちょっこう）,直行
へいじつ,平日,休日（きゅうじつ）,休息日
へいたい,士兵,市民（しみん）,市民
へいぼん,平凡,非凡（ひぼん）,非凡
へいや,平原,山（やま）,山
へこむ,凹陷,膨らむ（ふくらむ）,鼓起
へそ,肚脐,顔（かお）,脸
へだてる,隔开,繋ぐ（つなぐ）,连接
べっそう,別墅,家（いえ）,家
