假名,日语汉字,中文翻译,容易混淆的单词,混淆词翻译
はんにん,犯人,犯人,はんばい,销售
はんばい,販売,销售,ひ,光
ひ,日,光,ビール,啤酒
ビール,,啤酒,ひがい,损害
ひがい,被害,损害,ひかく,比较
ひかく,比較,比较,ひく,撞
ひく,轢く,撞,ピクニック,野餐
ピクニック,,野餐,ひげき,悲剧
ひげき,悲劇,悲剧,ひこう,飞行
ひこう,飛行,飞行,ひざ,膝盖
ひざ,膝,膝盖,ひじょう,非常
ひじょう,非常,非常,びじん,美人
びじん,美人,美人,ひたい,额头
ひたい,額,额头,びっくり,吃惊
びっくり,,吃惊,ひづけ,日期
ひづけ,日付,日期,ひっし,拼命
ひっし,必死,拼命,ぴったり,恰好
ぴったり,,恰好,ひっぱる,拉
ひっぱる,引っ張る,拉,ひてい,否定
ひてい,否定,否定,ビデオ,视频
ビデオ,,视频,ひとこと,一句话
ひとこと,一言,一句话,ひとごみ,人群
ひとごみ,人込み,人群,ひとしい,相等
ひとしい,等しい,相等,ひとり,一个人
ひとり,独り,一个人,ひとりひとり,每个人
ひとりひとり,一人一人,每个人,ひはん,批评
ひはん,批判,批评,ひひょう,评论
ひひょう,批評,评论,ひみつ,秘密
ひみつ,秘密,秘密,びみょう,微妙
びみょう,微妙,微妙,ひも,绳子
ひも,紐,绳子,ひよう,费用
ひよう,費用,费用,ひょう,表格
ひょう,表,表格,びょう,秒
びょう,秒,秒,ひょうか,评价
ひょうか,評価,评价,ひょうげん,表达
ひょうげん,表現,表达,ひょうじょう,表情
ひょうじょう,表情,表情,びょうどう,平等
びょうどう,平等,平等,ひょうばん,评价
ひょうばん,評判,评价,ひょうめん,表面
ひょうめん,表面,表面,ひろがる,扩大
ひろがる,広がる,扩大,ひん,物品
ひん,品,物品,びん,瓶子
びん,瓶,瓶子,びん,方法
びん,便,方法,ピン,别针
ピン,,别针,ふ,不
ふ,不,不,ぶ,无
ぶ,無,无,ぶ,分
ぶ,分,分,ふあん,不安
ふあん,不安,不安,ふうけい,风景
ふうけい,風景,风景,ふうふ,夫妇
ふうふ,夫婦,夫妇,ふえ,笛子
ふえ,笛,笛子,ふか,不行
ふか,不可,不行,ぶき,武器
ぶき,武器,武器,ふくそう,服装
ふくそう,服装,服装,ふくむ,包含
ふくむ,含む,包含,ふくろ,袋子
ふくろ,袋,袋子,ふこう,不幸
ふこう,不幸,不幸,ふし,曲调
ふし,節,曲调,ぶじ,平安
ぶじ,無事,平安,ふしぎ,不可思议
ふしぎ,不思議,不可思议,ふじゆう,不自由
ふじゆう,不自由,不自由,ふじん,夫人
ふじん,夫人,夫人,ふじん,妇女
ふじん,婦人,妇女,ふせい,不正
ふせい,不正,不正,ふせぐ,防御
ふせぐ,防ぐ,防御,ふそく,不足
ふそく,不足,不足,ぶたい,舞台
ぶたい,舞台,舞台,ふたご,双胞胎
ふたご,双子,双胞胎,ふたたび,再次
ふたたび,再び,再次,ふだん,平时
ふだん,普段,平时,ふち,边缘
ふち,縁,边缘,ぶつ,打
ぶつ,打,打,ぶっか,物价
ぶっか,物価,物价,ぶっしつ,物质
ぶっしつ,物質,物质,ぶつり,物理
ぶつり,物理,物理,ふで,毛笔
ふで,筆,毛笔,ふと,突然
ふと,不図,突然,ふね,船
ふね,船,船,ぶぶん,部分
ぶぶん,部分,部分,ふへい,不平
ふへい,不平,不平,ふまん,不满
ふまん,不満,不满,プラス,加
プラス,,加,プラン,计划
プラン,,计划,ふり,不利
ふり,不利,不利,ふる,摇晃
ふる,振る,摇晃,ふるえる,颤抖
ふるえる,震える,颤抖,ブレーキ,刹车
ブレーキ,,刹车,ふれる,触摸
ふれる,触れる,触摸,ふろ,浴缸
ふろ,風呂,浴缸,プロ,专业
プロ,,专业,ぶん,分
ぶん,分,分,ぶん,句子
ぶん,文,句子,ふんいき,气氛
ふんいき,雰囲気,气氛,ぶんせき,分析
ぶんせき,分析,分析,ぶんめい,文明
ぶんめい,文明,文明,ぶんや,领域
ぶんや,分野,领域,へい,墙
へい,塀,墙,へいきん,平均
へいきん,平均,平均,へいわ,和平
へいわ,平和,和平,べつに,特别
べつに,別に,特别,へらす,减少
へらす,減らす,减少,へる,减少
へる,減る,减少,ベルト,皮带
ベルト,,皮带,へんか,变化
へんか,変化,变化,ペンキ,油漆
ペンキ,,油漆,べんきょう,学习
べんきょう,勉強,学习,へんこう,变更
へんこう,変更,变更,ベンチ,长椅
ベンチ,,ベンチ,べんとう,便当
べんとう,弁当,便当,ほう,方向
ほう,方,方向,ほう,法
ほう,法,法,ぼう,棒
ぼう,棒,棒,ぼうけん,冒险
ぼうけん,冒険,冒险,ほうこう,方向
ほうこう,方向,方向,ほうこく,报告
ほうこく,報告,报告,ほうせき,宝石
ほうせき,宝石,宝石,ほうそう,广播
ほうそう,放送,广播,ほうふ,丰富
ほうふ,豊富,丰富,ほうほう,方法
ほうほう,方法,方法,ほうぼう,到处
ほうぼう,方々,到处,ほうもん,访问
ほうもん,訪問,访问,ほえる,吠
ほえる,吠える,吠,ボーイ,男孩
ボーイ,,男孩,ボート,小船
ボート,,小船,ホーム,站台
ホーム,,站台,ボール,球
ボール,,球,ほか,其他
ほか,他,其他,ほか,外面
ほか,外,外面,ほこり,骄傲
ほこり,誇り,骄傲,ほこり,灰尘
ほこり,埃,灰尘,ほしょう,保证
ほしょう,保証,保证,ほぞん,保存
ほぞん,保存,保存,ほど,程度
ほど,程,程度,ほどう,人行道
ほどう,歩道,人行道,ほとけ,佛
ほとけ,仏,佛,ほね,骨头
ほね,骨,骨头,ほのお,火焰
ほのお,炎,火焰,ほほ,脸颊
ほほ,頬,脸颊,ほぼ,大致
ほぼ,,大致,ほほえむ,微笑
ほほえむ,微笑む,微笑,ほめる,表扬
ほめる,褒める,表扬,ほり,护城河
ほり,濠,护城河,ほんと,真的
ほんと,本当,真的,ほんとう,真的
ほんとう,本当,真的,ほんにん,本人
ほんにん,本人,本人,ほんもの,真货
ほんもの,本物,真货,ぼんやり,模糊
ぼんやり,,模糊,ま,空间
ま,間,空间,まあ,哎呀
まあ,,哎呀,マーケット,市场
マーケット,,市场,マイク,麦克风
マイク,,麦克风,まいご,迷路
まいご,迷子,迷路,まかせる,委托
まかせる,任せる,委托,まく,幕
まく,幕,幕,まけ,失败
まけ,負け,失败,まご,孙子
まご,孫,孙子,まさか,难道
まさか,,难道,まさに,确实
まさに,,确实,まじめ,认真
まじめ,真面目,认真,ます,增加
ます,増す,增加,まず,首先
まず,先ず,首先,まずしい,贫穷
まずしい,貧しい,贫穷,マスター,老板
マスター,,老板,ますます,越来越
ますます,,越来越,また,又
また,又,又,まだ,还
まだ,未だ,还,まち,城镇
まち,町,城镇,まちがい,错误
まちがい,間違い,错误,まつ,松树
まつ,松,松树,まっか,鲜红
まっか,真っ赤,鲜红,まっすぐ,笔直
まっすぐ,真っ直ぐ,笔直,まったく,完全
まったく,全く,完全,まつり,节日
まつり,祭,节日,まなぶ,学习
まなぶ,学ぶ,学习,まね,模仿
まね,真似,模仿,まねく,邀请
まねく,招く,邀请,ママ,妈妈
ママ,,妈妈,まめ,豆
まめ,豆,豆,まもる,保护
まもる,守る,保护,まる,圆
まる,丸,圆,まる,圆
まる,円,圆,まるい,圆的
まるい,丸い,圆的,まるで,完全
まるで,,完全,まわす,转动
まわす,回す,转动,まわり,周围
まわり,回り,周围,まんいち,万一
まんいち,万一,万一,まんぞく,满足
まんぞく,満足,满足,み,身体
み,身,身体,み,果实
み,実,果实,みおくり,送行
みおくり,見送り,送行,みかた,伙伴
みかた,味方,伙伴,みごと,精彩
みごと,見事,精彩,ミス,错误
ミス,,错误,みちる,满
みちる,満ちる,满,みつ,秘密
みつ,密,秘密,みとめる,承认
みとめる,認める,承认,みんな,大家
みんな,皆,大家,みまい,探望
みまい,見舞い,探望,みやげ,特产
みやげ,土産,特产,みやこ,首都
みやこ,都,首都,みょう,奇怪
みょう,妙,奇怪,みょうごにち,后天
みょうごにち,明後日,后天,みらい,未来
みらい,未来,未来,みりょく,魅力
みりょく,魅力,魅力,みる,看
みる,見る,看,ミルク,牛奶
ミルク,,牛奶,む,无
む,無,无,むかい,对面
むかい,向かい,对面,むかえ,迎接
むかえ,迎え,迎接,むく,面向
むく,向く,面向,むける,朝向
むける,向ける,朝向,むし,忽视
むし,無視,忽视,むしば,蛀牙
むしば,虫歯,蛀牙,むしろ,宁可
むしろ,寧ろ,宁可,むすぶ,连接
むすぶ,結ぶ,连接,むだ,浪费
むだ,無駄,浪费,むちゅう,入迷
むちゅう,夢中,入迷,むね,胸部
むね,胸,胸部,むりょう,免费
むりょう,無料,免费,め,芽
め,芽,芽,めいかく,明确
めいかく,明確,明确,めいじる,命令
めいじる,命じる,命令,めいじん,名人
めいじん,名人,名人,めいれい,命令
めいれい,命令,命令,めいわく,麻烦
めいわく,迷惑,麻烦,めし,饭
めし,飯,饭,めったに,很少
めったに,,很少,メモ,笔记
メモ,,笔记,めん,脸
めん,面,脸,めん,棉花
めん,綿,棉花,めんきょ,许可证
めんきょ,免許,许可证,めんどう,麻烦
めんどう,面倒,麻烦,メンバー,成员
メンバー,,成员,もうしこむ,申请
もうしこむ,申し込む,申请,もうしわけ,道歉
もうしわけ,申し訳,道歉,もうふ,毯子
もうふ,毛布,毯子,もえる,燃烧
もえる,燃える,燃烧,もくてき,目的
もくてき,目的,目的,もくひょう,目标
もくひょう,目標,目标,もくよう,星期四
もくよう,木曜,星期四,もじ,文字
もじ,文字,文字,もんじ,文字
もんじ,文字,文字,もしも,如果
もしも,,如果,もちあげる,举起
もちあげる,持ち上げる,举起,もちいる,使用
もちいる,用いる,使用,もちろん,当然
もちろん,勿論,当然,もっとも,最
もっとも,最も,最,もっとも,不过
もっとも,尤も,不过,もと,原来
もと,元,原来,もと,基础
もと,基,基础,もと,素
もと,素,素,もどす,归还
もどす,戻す,归还,もとづく,基于
もとづく,基づく,基于,もとめる,寻求
もとめる,求める,寻求,もの,人
もの,者,人,ものおと,声音
ものおと,物音,声音,ものがたり,故事
ものがたり,物語,故事,ものごと,事情
ものごと,物事,事情,もよう,图案
もよう,模様,图案,もらう,收到
もらう,貰う,收到,もんく,抱怨
もんく,文句,抱怨,やがて,不久
やがて,,不久,やく,作用
やく,役,作用,やく,大约
やく,約,大约,やく,意思
やく,訳,意思,やくわり,角色
やくわり,役割,角色,やちん,房租
やちん,家賃,房租,やっかい,麻烦
やっかい,厄介,麻烦,やど,旅馆
やど,宿,旅馆,やとう,雇佣
やとう,雇う,雇佣,やね,屋顶
やね,屋根,屋顶,やはり,还是
やはり,,还是,やぶる,破坏
やぶる,破る,破坏,やめる,辞职
やめる,辞める,辞职,やや,稍微
やや,,稍微,ゆいいつ,唯一
ゆいいつ,唯一,唯一,ゆうき,勇气
ゆうき,勇気,勇气,ゆうこう,有效
ゆうこう,有効,有效,ゆうしゅう,优秀
ゆうしゅう,優秀,优秀,ゆうしょう,优胜
ゆうしょう,優勝,优胜,ゆうじょう,友情
ゆうじょう,友情,友情,ゆうじん,朋友
ゆうじん,友人,朋友,ゆうのう,有能力
ゆうのう,有能,有能力,ゆうびん,邮件
ゆうびん,郵便,邮件,ゆうべ,昨晚
ゆうべ,夕べ,昨晚,ユーモア,幽默
ユーモア,,幽默,ゆうり,有利
ゆうり,有利,有利,ゆか,地板
ゆか,床,地板,ゆかい,愉快
ゆかい,愉快,愉快,ゆしゅつ,出口
ゆしゅつ,輸出,出口,ゆずる,转让
ゆずる,譲る,转让,ゆたか,丰富
ゆたか,豊か,丰富,ゆっくり,慢慢地
ゆっくり,,慢慢地,ゆにゅう,进口
ゆにゅう,輸入,进口,ゆるす,允许
ゆるす,許す,允许,よ,夜晚
よ,夜,夜晚,よあけ,黎明
よあけ,夜明け,黎明,よう,方式
よう,様,方式,よう,醉
よう,酔う,醉,ようい,容易
ようい,容易,容易,ようき,开朗
ようき,陽気,开朗,ようきゅう,要求
ようきゅう,要求,要求,ようじん,小心
ようじん,用心,小心,ようす,样子
ようす,様子,样子,ようするに,总之
ようするに,要するに,总之,ようそ,要素
ようそ,要素,要素,ようてん,要点
ようてん,要点,要点,ようび,星期
ようび,曜日,星期,ヨーロッパ,欧洲
ヨーロッパ,,欧洲,よき,预期
よき,予期,预期,よこぎる,横穿
よこぎる,横切る,横穿,よさん,预算
よさん,予算,预算,よす,停止
よす,止す,停止,よそく,预测
よそく,予測,预测,ヨット,游艇
ヨット,,游艇,よなか,半夜
よなか,夜中,半夜,よのなか,社会
よのなか,世の中,社会,よぶん,多余
よぶん,余分,多余,よほう,预报
よほう,予報,预报,よぼう,预防
よぼう,予防,预防,よみ,阅读
よみ,読み,阅读,よめ,新娘
よめ,嫁,新娘,よゆう,余地
よゆう,余裕,余地,より,捻
より,,捻,よると,根据
よると,,根据,よろこび,喜悦
よろこび,喜び,喜悦,よろしい,好的
よろしい,宜しい,好的,よろしく,问候
よろしく,宜しく,问候,よん,四
よん,四,四,らい,来
らい,来,来,ライター,打火机
ライター,,ライター,らく,舒适
らく,楽,舒适,ラケット,球拍
ラケット,,球拍,りえき,利润
りえき,利益,利润,りかい,理解
りかい,理解,理解,りく,六
りく,陸,六,りこう,聪明
りこう,利口,聪明,りこん,离婚
りこん,離婚,离婚,りそう,理想
りそう,理想,理想,りつ,比率
りつ,率,比率,りっぱ,出色
りっぱ,立派,出色,りゅうがく,留学
りゅうがく,留学,留学,りゅうこう,流行
りゅうこう,流行,流行,りょう,数量
りょう,量,数量,りょうがえ,兑换
りょうがえ,両替,兑换,りょうきん,费用
りょうきん,料金,费用,れい,例子
れい,例,例子,れい,礼仪
れい,礼,礼仪,れいぎ,礼貌
れいぎ,礼儀,礼貌,れいせい,冷静
れいせい,冷静,冷静,れつ,队列
れつ,列,队列,れっしゃ,火车
れっしゃ,列車,火车,レポート,报告
レポート,,报告,れんしゅう,练习
れんしゅう,練習,练习,れんそう,联想
れんそう,連想,联想,れんぞく,连续
れんぞく,連続,连续,ろうじん,老人
ろうじん,老人,老人,ろうどう,劳动
ろうどう,労働,劳动,ロケット,火箭
ロケット,,火箭,ろんじる,争论
ろんじる,論じる,争论,ろんそう,争论
ろんそう,論争,争论,ろんぶん,论文
ろんぶん,論文,论文,わ,环
わ,輪,环,ワイン,葡萄酒
ワイン,,葡萄酒,わがまま,任性
わがまま,,任性,わかれ,分别
わかれ,別れ,分别,わき,旁边
わき,脇,旁边,わける,分开
わける,分ける,分开,わざと,故意
わざと,,故意,わずか,稍微
わずか,僅か,稍微,わた,棉花
わた,綿,棉花,わだい,话题
わだい,話題,话题,わらい,笑声
わらい,笑い,笑声,わる,分割
わる,割る,分割,わるくち,坏话
わるくち,悪口,坏话,われわれ,我们
われわれ,我々,我们,わん,海湾
わん,湾,海湾
